,id,text,created_at,withheld
32,1323050793226833921,"@EricTrump President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:54:24.000Z,
33,1323050773132038144,Just 6 in 10 Britons say they plan to get Covid-19 vaccine when it's available https://t.co/G4tjlPmMyC,2020-11-01T23:54:20.000Z,
34,1323050745508163586,"@Mike_Pence @realDonaldTrump President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:54:13.000Z,
35,1323050617284284418,FDA Lets Pfizer Test Experimental COVID-19 Vaccine on U.S. Children https://t.co/BQZ6BT72dS,2020-11-01T23:53:42.000Z,
36,1323050599122808832,"@PiyushGoyal 
HPCL is planning on 04/11/20 to buy back shares to increase their share value

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government to help fight Covid-19 &amp; to provide free Vaccine  to all to boost Economy",2020-11-01T23:53:38.000Z,
37,1323050464909365260,@NadineDorries So the Government now only care about covid infections to save the NHS? Why not use the Nightingale places to treat Covid patients? Let the NHS care for cancer etc patients? Why has the flu SUDDENLY DISAPPERED? Oh get real Government is going to force a vaccine on the population.,2020-11-01T23:53:06.000Z,
38,1323050371476987904,@ProtectLord @SmittyStillHere @DaOGTriple @quietstormNC_ @TheRightMelissa @itsJeffTiedrich @realDonaldTrump @BreitbartNews @FBI https://t.co/HpS86Tfp1r,2020-11-01T23:52:44.000Z,
39,1323050310143791104,"@Gabriel_Pogrund @werrylettuce waitaminit: they say there's no guarantee of immunity after having had Covid (probably a LIE) so why would a vaccine work if that's true? And who's gonna die from that vaccine first, the ELDERLY?!",2020-11-01T23:52:29.000Z,
40,1323050269798670336,"@nsitharaman
 HPCL is planning on 04/11/20 to buy back shares to increase their share value

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government to help fight Covid-19 &amp; to provide free Vaccine  to all to boost Economy",2020-11-01T23:52:20.000Z,
41,1323050197664976897,Caregivers' Willingness to Accept Expedited Vaccine Research During the COVID-19 Pandemic: A Cross-Sectional Survey https://t.co/uq2f1vXj1U https://t.co/ZOKpKvK6ng,2020-11-01T23:52:02.000Z,
42,1323050153545269249,"In the last 3 weeks, there’s been over a dozen outbreaks of coronavirus throughout China. Kashgar, in the far west, has had its air and ground transportation shutdown. There are rumors the outbreak was caused by a new COVID-19 vaccine that was in trials on the local population https://t.co/PxonotM6Ju",2020-11-01T23:51:52.000Z,
43,1323050077502476288,"@dedsecluke @Simonr501 @jayar1947 @christopherhope @lewis_goodall @Nigel_Farage @TiceRichard Genuine question what do you hope to achieve by letting everyone catch covid aside from mass death?

We already know you can be reinfected so herd immunity is literally impossible without a vaccine or a viral mutation

Whats YOUR end plan?",2020-11-01T23:51:34.000Z,
44,1323049998922051584,"@nitin_gadkari 
HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government to help fight Covid-19 &amp; to provide free Vaccine  to all to boost Economy",2020-11-01T23:51:15.000Z,
45,1323049976092504064,https://t.co/EuHElMhyM2,2020-11-01T23:51:10.000Z,
46,1323049968718983168,@GOP @realDonaldTrump Where’s the ACA replacement? Covid vaccine? Deficit reduction? Lower drug costs?,2020-11-01T23:51:08.000Z,
47,1323049963606204419,"agree that lockdowns and masks will never get covid under control

disagree about vaccine though, i think there will be one

how much damage will be done in the meantime though? is it worth it? https://t.co/i3zHUxAi87",2020-11-01T23:51:07.000Z,
48,1323049861969858561,United Kingdom Starts Accelerated Review Of AstraZeneca Vaccine https://t.co/wv9SXADrj7 #TodaysMedicalUpdate #VOTE #Medicine #Medical #Health #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Security #Treatment #Doctor #Policy #Care #Vaccine #TechNews Please Retweet,2020-11-01T23:50:42.000Z,
49,1323049861911060497,Doctor's Notes Will Be Made Available Electronically For Free https://t.co/KTQpisLTf6 #TodaysMedicalUpdate #VOTE #Medicine #Medical #Health #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Security #Treatment #Doctor #Policy #Care #Vaccine #TechNews Please Retweet,2020-11-01T23:50:42.000Z,
50,1323049860841570305,The Latest: Mexico mourns doctors on Day of the Dead https://t.co/aFx1loFMi4 #TodaysMedicalUpdate #VOTE #Medicine #Medical #Health #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Security #Treatment #Doctor #Policy #Care #Vaccine #TechNews Please Retweet,2020-11-01T23:50:42.000Z,
51,1323049860497592335,El Paso surpasses single-day record for COVID-19 cases https://t.co/bGJNcOuOhr #TodaysMedicalUpdate #VOTE #Medicine #Medical #Health #Insurance #Pharmaceutical #Biotech #COVID19 #Coronavirus #Security #Treatment #Doctor #Policy #Care #Vaccine #TechNews Please Retweet,2020-11-01T23:50:42.000Z,
52,1323049807682916359,@EnergyPeddler I didnt know Prince Abdulaziz made a covid vaccine,2020-11-01T23:50:29.000Z,
53,1323049794504445969,White House trying to ‘rig’ system with COVID-19 vaccine plan https://t.co/rUxBMMG28a,2020-11-01T23:50:26.000Z,
54,1323049687675510786,"A #covidvaccine is likely within the next 12 months, and will be given to older people and #healthcare workers first, says Minister for Health @GregHuntMP.
https://t.co/lWK3GvXsmU",2020-11-01T23:50:01.000Z,
55,1323049664099184640,"@marklevinshow Faucci, Hillary Clinton and Gates all have a intrest in the vaccine.  They need it to be 100 percent mandatory lets not forget Faucci and Obama were the ones that gave China the money to study covid in bats. China altered it. The new biological warfare.",2020-11-01T23:49:55.000Z,
56,1323049655777792000,Blacks and COVID-19 Vaccine Trials @nbejn1 @DSCEJ @cjresearchtsu @hhendersonphd @weact4ej #Health https://t.co/TmgcaDoJ1Q,2020-11-01T23:49:53.000Z,
57,1323049620096823296,"btw the real political hoax was the vaccine timeline.

It may be time to reset expectations on when we’ll get a Covid-19 vaccine https://t.co/dw70609Xm8 via @statnews",2020-11-01T23:49:45.000Z,
58,1323049576232865792,Anyone ever think that the vaccine for COVID-19 is going to be what starts the zombie apocalypse? #COVID #zombie #raceforthecure,2020-11-01T23:49:34.000Z,
59,1323049534604234753,"@rashtrapatibhvn 
HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government to help fight Covid-19 &amp; to provide free Vaccine  to all to boost Economy",2020-11-01T23:49:24.000Z,
60,1323049441729880066,"Coronavirus: Brazilians protest against Chinese vaccine, mandatory immunisation https://t.co/w2Od3b7i1F",2020-11-01T23:49:02.000Z,
61,1323049369013084161,"Experts suggest it may take the development of multiple #vaccines to begin the process of protecting the world’s population from #COVID19. Governments and scientists have set different, overlapping time lines in order to achieve a #coronavirus #vaccine. H…https://t.co/pP7qLRnGAV",2020-11-01T23:48:45.000Z,
62,1323049334615777280,@DEricSayers Why would you need a vaccine when COVID’s just disappeared?,2020-11-01T23:48:37.000Z,
63,1323049333206491142,"@ClarkeMicah You’ve no medical expertise &amp; naive belief in your ability to survive when infected
No lockdown = no hospital beds
Never for deniers like you
100s more dead medical/care staff
Go join my family on the front line, no #PPE needed, obv
#coronavirus mutates &amp; that = no vaccine lasts",2020-11-01T23:48:36.000Z,
64,1323049143380676613,Have a read of the protocol for the phase 3 vaccine study for covid-19! Gain an insight into research and this vital clinical trial that we are running along side @LaytonMedical 💙 https://t.co/WqcOLU35kX,2020-11-01T23:47:51.000Z,
65,1323049130600660992,@christopherhope What will they rebrand as once the vaccine becomes widely available and covid is defeated? National socialist party perhaps?,2020-11-01T23:47:48.000Z,
66,1323049091920789505,The mucosal route for #Covid vaccination (inhaled) https://t.co/JPx5HH1jHM  (nasal) https://t.co/yatOQHm3sz https://t.co/OMXwcrQbpK,2020-11-01T23:47:39.000Z,
67,1323049021741694977,@realDonaldTrump If not for the flu vaccine it's estimated 1.6 million would die a year in the U.S.  so tell me again how covid is deadlier?,2020-11-01T23:47:22.000Z,
68,1323048950501236736,Israel begins human trials on COVID-19 vaccine https://t.co/as9RrZwDbO,2020-11-01T23:47:05.000Z,
69,1323048940871294982,"@justin_hart @PeterHotez So far, indications are that immunity is gone after &lt;90 data after suffering through covid. 3 documented reinfections. With numbers like that, you don't get herd immunity without a vaccine.",2020-11-01T23:47:03.000Z,
70,1323048881060487169,"In one focus group, Black participants brought up systemic racism for their hesitancy and cited the government-backed Tuskegee Syphilis Study.
https://t.co/VLh6CjaZcg",2020-11-01T23:46:48.000Z,
71,1323048859375935488,"Coronavirus Vaccine Key For Olympics Go-Ahead In 2021, Says Tokyo Chief https://t.co/v5QE98eLuB",2020-11-01T23:46:43.000Z,
72,1323048765138309126,@MarkThomasNZ Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:46:21.000Z,
73,1323048747425845254,@ftherof4 Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:46:17.000Z,
74,1323048717423988736,@FormerNewspaper Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:46:09.000Z,
75,1323048708439760896,@RafRatinam Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:46:07.000Z,
76,1323048699380092929,@BruzonAna Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:46:05.000Z,
77,1323048683588460545,"Last week, I received the second dose of the Monderna Covid Vaccine. Here is an update to the clinical trial study and how my family reacted. @ExpressNews @ElaineAyala  #MoreLatinosInNews https://t.co/5H21Ilvj6S",2020-11-01T23:46:01.000Z,
78,1323048673564131328,@Corine15671184 Would you give your child a covid vaccine? Jim asks Ran Goldman MD. Dr. Goldman is a pediatrician  https://t.co/QKF4cGFU5O,2020-11-01T23:45:59.000Z,
79,1323048639846109196,"@TrainerGloria @jfrketich @KatrinaAClarke @fallonhewitt_ @TheSpec I am in favour of the safe reopening of those gyms that comply with health and safety protocols that include, but are by no means limited to, #PhysicalDistancing (at least for as long as there is neither an effective #vaccine nor cure for #Covid).",2020-11-01T23:45:51.000Z,
80,1323048603703824384,@tedlieu @realDonaldTrump Well dumbass a couple people died that were test subjects. Do you want a vaccine now or do you want to wait until it's safe? There has never been a vaccine for any Coronavirus.,2020-11-01T23:45:42.000Z,
81,1323048554366160896,"We don't have a vaccine, but #COVID__19 mortality rates are falling anyway as doctors are improving how patients are treated.
https://t.co/16vA35iozo",2020-11-01T23:45:31.000Z,
82,1323048547021807617,"Australian Support for COVID-19 Vaccine Access in the Pacific and Southeast Asia
https://t.co/8uj0v5Ns20 https://t.co/Q00cchhFUo",2020-11-01T23:45:29.000Z,
83,1323048498418327555,"#Coronavirus Watch in Middle East, Nov. : https://t.co/dulqrt5dvS
-- Iran's daily death toll hits record high
-- Morocco reports 3,460 new cases, 222,544 in total
-- Health officials in Lebanon, Gaza urge full lockdown
-- Israel begins human trials of self-developed vaccine https://t.co/Z3y6jeWjvJ",2020-11-01T23:45:17.000Z,
84,1323048410858008576,"@JoeBiden Coming soon, WH FOOD BOXES, Not jobs, not Healthcare plan, No COVID relief, Not a vaccine. Just FOOD BOXES, DISGRACEFUL https://t.co/0gX48c5pHQ",2020-11-01T23:44:56.000Z,
85,1323048288770170881,11 vacunas en fase 3 🤞🏼💉🦠 https://t.co/UNrEyKcjPI,2020-11-01T23:44:27.000Z,
86,1323048250224627712,"Brazilians protest mandatory COVID-19 immunization, Chinese vaccine - Inty News
https://t.co/Xp41C3A5ND",2020-11-01T23:44:18.000Z,
87,1323048177335894016,"@dpradhanbjp 
HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government

Oil Companies fund should fight Covid-19 &amp; free Vaccine to all to boost Economy",2020-11-01T23:44:01.000Z,
88,1323048162022641664,"Welcome to November. For Trump, the October Surprise Never Came.
Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal could shake up the race fades with the last light of October.
 ^@nytimes https://t.co/9xlTKLw6P8",2020-11-01T23:43:57.000Z,
89,1323048017105244160,@ForMotionCreatv @CNN We don’t even have a vaccine for the people- what do you mean we have treatments LMAO? We don’t know enough about COVID-19 to have proper treatments. And for all? When he’s taking away accessible healthcare for everybody? Hmmmm open your eyes Karen 🤠❤️,2020-11-01T23:43:22.000Z,
90,1323047993725968384,"@nsitharaman 
HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government

Oil Companies fund should fight Covid-19 &amp; free Vaccine to all to boost Economy",2020-11-01T23:43:17.000Z,
91,1323047839694573583,"@PoliticsForAlI @Telegraph There won't be May local elections.

Reports already that gov't is expecting to defer them until July - or even October. By then, we will have the new vaccine distribution well underway, God willing - and Covid issue will be dissipating rapidly

Farage making a monumental error",2020-11-01T23:42:40.000Z,
92,1323047810628001803,"@BillGillilandJr @shawnaeby113 Since you read the article, here is my comment: Do you want to be doing this for ten years? 

There is zero assurance we will have a vaccine. We don’t have one for many viruses, include the (coronavirus) common cold. 

We need to allow herd immunity to develop in the young.",2020-11-01T23:42:33.000Z,
93,1323047808727879680,"@BlackbirdArtDes @kutinnaku You’re talking about conspiracies, then you use the QAnon Bill Gates one, (or one of 10,000).
He invested in vaccine companies.  Guess who else has?  Trump!  Because they wanna make money, from it.
Killed everyone who took it?  What the fuck?
You are now calling Covid a cold?",2020-11-01T23:42:33.000Z,
94,1323047783478235137,All I want for Christmas is a safe and effective COVID-19 vaccine that an overwhelming majority of the population will actually take because it’s literally the only way we’re gonna get out of this shit.,2020-11-01T23:42:27.000Z,
95,1323047760753532929,"@J_Bloodworth I think alot of people - even Covid hawks like me - are looking at summer as the ""this is as much as I can cope with"" point. But I really hope that the vaccine (assuming it works) is fully available to all &amp; not just the elderly by the end of summer. If not - I despair.",2020-11-01T23:42:21.000Z,
96,1323047738255253506,"Remember when @realDonaldTrump promised a #Coronavirus vaccine was ""just around the corner""?

That was MARCH. This is NOVEMBER. Still no vaccine. Over 236,437 Americans DEAD.

MORE BROKEN PROMISES from #CaptainCOVID!

#TrumpIsANationalDisgrace https://t.co/7glphpnISb",2020-11-01T23:42:16.000Z,
97,1323047681111977984,"Coronavirus: Brazilians protest against Chinese vaccine, mandatory immunisation https://t.co/2OZj4Qe3Tx https://t.co/wD31FpIKTM",2020-11-01T23:42:02.000Z,
98,1323047656478830593,"@narendramodi HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government

Oil Companies fund should fight Covid-19 &amp; free Vaccine to all to boost Economy",2020-11-01T23:41:56.000Z,
99,1323047549545013248,"@GOP President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:41:31.000Z,
101,1323047439503257600,"@NBCNews President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:41:05.000Z,
102,1323047385283645441,"@athepub @simondolan @LozzaFox @kevinhollinrake But come the next GE in 4 years.

Covid would be shelved the same as the Flu and other preventable diseases because there will be a vaccine.

And Farage's latest money spinning scam will be long gone.",2020-11-01T23:40:52.000Z,
103,1323047339389411328,"@MSNBC President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:40:41.000Z,
104,1323047334255583232,"You know you're one of Donald's EXTREMELY gullible Redhats when:

Week after week, Donald the pathological liar promises the COVID vaccine is ""right around the corner"" and you swallow the whopper hook, line, and sinker.

#DonaldTrump #LiarInChief #COVID19 #vaccine",2020-11-01T23:40:40.000Z,
105,1323047302584414211,Australia coronavirus live: Victoria reports no Covid cases as border wars continue – live updates https://t.co/UQuDKpSqaa - via @guardian https://t.co/BDKUPqBqHb,2020-11-01T23:40:32.000Z,
107,1323047246020046849,"@ABC President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

 https://t.co/p5dzBhuWlT",2020-11-01T23:40:19.000Z,
108,1323047175459381249,"Fauci spoke for almost 20 minutes on the public health and scientific challenges of the historic COVID-19 pandemic and what is next – which he hopes is a vaccine candidate in the very near future.
 https://t.co/t1gieST7kd",2020-11-01T23:40:02.000Z,
109,1323047091573174272,"@FoxNews President Trump’s hope that an economic recovery, a Covid vaccine or a Biden scandal would vault him ahead in election prospects has faded with the last light of October.

￼ https://t.co/p5dzBhuWlT",2020-11-01T23:39:42.000Z,
110,1323046976880025607,"#beatthebug Coronavirus: Brazilians protest against Chinese vaccine, mandatory immunisation https://t.co/jkp6HjXquF",2020-11-01T23:39:14.000Z,
111,1323046937420062720,AwesomeCapital: Israel starts human trials on COVID-19 vaccine as ... https://t.co/s65pCSAyge,2020-11-01T23:39:05.000Z,
112,1323046790665506821,Israel: Regime kicks off coronavirus vaccine human trial https://t.co/4LHe9yMwgh,2020-11-01T23:38:30.000Z,
113,1323046763146711040,@JoyAnnReid I am ashamed that we have to live in a country inhabited by these CULT members. But no country wants us.... so we will just have to stick it out. It will be years before we see some normal life and that is after COVID-19 vaccine is administered. YEARS.... and YEARS..,2020-11-01T23:38:24.000Z,
114,1323046758419779584,"@twitnickjg @MartynStead @JimMFelton @ClarkeMicah I’m on the left
My family is on the front line, risking their lives every day to save others
And the hundreds of NHS &amp; care workers who died from #coronavirus 1.0?
Any vaccine will be short lasting (viruses mutate) and may only make you less ill
And we’ll need it repeatedly",2020-11-01T23:38:22.000Z,
115,1323046742636593153,herd immunity DOESN’T WORK for covid without a vaccine you fucking dolts https://t.co/Nq6AicK62P,2020-11-01T23:38:19.000Z,
116,1323046638743674882,"@aaguero_09 @BluEyezMess You can't lock people down.  Like I said, the flu is still here despite a vaccine.  COVID will always be here.  Hiding from it is not the answer.  The vulnerable need to be careful.  Me, I need to live my life, no restrictions.",2020-11-01T23:37:54.000Z,
117,1323046548830187520,"@realDonaldTrump Vaccine was developed for H1N1 which wasn't a particularly deadly flu.  12000 H1N1 deaths in about a year before it disappeared, 231000 COVID deaths with 500000 projected by February.  Who did a poor job in handling an epidemic?

#ManchurianPresident

https://t.co/nFkNDSIZlJ",2020-11-01T23:37:32.000Z,
118,1323046507805765632,"@IvesFrost @SpeakerPelosi She was giving tours in Chinatown (Feb)! (Course my bet is she had her vaccine for CoVid already....didn't she &amp; others go to China or Russia in Nov of '19?) Fauci in March was telling people not to cancel their cruise plans........oh, &amp; no need for masks!",2020-11-01T23:37:23.000Z,
119,1323046475132215298,"Brazilians protest mandatory COVID-19 immunization, Chinese vaccine https://t.co/AjLu68fJCp 

#WallSt",2020-11-01T23:37:15.000Z,
120,1323046473160798209,"@j_pagsy @JoeBiden @KamalaHarris Not true. Official Record of actions President has taken since January👇🏼He’s acted decidedly and aggressively. Implemented his “Operation Warp Speed” commissioned vaccines in February. Plus Vaccine available by end of year. 
Now quit spreading lies!

https://t.co/hhJKY3B9qq",2020-11-01T23:37:14.000Z,
121,1323046423068377089,@almostgoood https://t.co/Ly6r0naaCQ,2020-11-01T23:37:02.000Z,
122,1323046384321388558,Anti-Vaxxers Are Feeding Off Concerns That Trump Is Rushing A Coronavirus Vaccine https://t.co/NdHFHx8yo2,2020-11-01T23:36:53.000Z,
123,1323046305665441792,"@narendramodi 
HPCL is planning on 04/11/20 to buy back shares to increase their share value.

Instead Oil Companies IOC/HPC/ONGC/GAIL should use their funds to give Bonus &amp; Dividends to Government

Oil Companies should help fight Covid-19 &amp; give free Vaccine to  boost Economy",2020-11-01T23:36:34.000Z,
124,1323046263386824704,Letitia James: White House trying to ‘rig’ system with COVID-19 vaccine plan #SmartNews  https://t.co/2UOq5Iyd8C,2020-11-01T23:36:24.000Z,
125,1323046190552739841,at the current rate of #COVID19Vic  infections in Victoria I suggest Dan ban NSW and QLDers from visiting us ... keep us safe... https://t.co/3Rf7GbKA11,2020-11-01T23:36:07.000Z,
126,1323046163189170177,"""Coronavirus: Brazilians protest potentially mandatory Chinese COVID-19 vaccine #NewsVideo #BreakingNews #Youtube #GlobalNews #CBSN #FoxNews #ABCNews #NBCNews #CNN"" : https://t.co/IUGl94xMP5",2020-11-01T23:36:00.000Z,
